,Category_0,Category_1,Category_2,Category_3,Category_4,Category_5,Rating,Reviews,Size,Installs,Free,Price,Avalible_age,Genres_0,Genres_1,Genres_2,Genres_3,Genres_4,Genres_5,Genres_6
4290,0,1,1,0,1,0,4.8,1955,14000000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4291,0,1,0,0,1,1,4.3,1065,61000000.0,100000,0,0.0,0,0,1,1,1,0,0,0
4292,0,1,0,1,0,1,4.8,19047,63000000.0,100000,0,0.0,1,1,0,1,0,1,1,0
4293,0,1,0,0,1,1,4.8,16,8900000.0,500,1,1.99,0,0,0,1,0,0,1,1
4294,0,1,1,0,1,0,3.7,43,10000000.0,5000,0,0.0,2,1,0,1,1,0,1,1
4295,0,1,0,0,1,1,4.1,9019,44000000.0,1000000,0,0.0,0,0,1,1,1,1,0,1
4296,0,1,0,0,1,1,3.7,4444,10000000.0,500000,0,0.0,0,0,0,1,0,0,1,1
4297,0,1,0,0,1,1,4.2,6418,59000000.0,100000,0,0.0,0,0,1,0,0,0,0,1
4298,0,1,0,0,1,1,4.5,39,7400000.0,1000,0,0.0,0,0,0,1,0,0,1,1
4299,0,1,0,0,1,1,4.6,28,23000000.0,1000,1,1.99,0,0,0,0,1,1,0,0
4300,0,1,1,1,1,1,4.5,712737,50000000.0,10000000,0,0.0,0,1,1,0,0,1,0,0
4301,0,1,0,0,1,1,4.7,21,44000000.0,1000,1,5.99,0,0,0,0,1,1,0,0
4302,0,0,0,1,1,1,4.3,2546549,44000000.0,100000000,0,0.0,0,0,0,0,1,0,1,0
4304,0,1,0,0,1,1,4.9,55,40000000.0,1000,0,0.0,0,0,1,0,0,1,1,0
4305,0,1,0,0,1,0,4.4,2351,62000000.0,100000,0,0.0,0,0,1,0,1,0,0,0
4306,0,1,0,0,1,1,4.6,60,2100000.0,10000,0,0.0,0,0,0,0,1,1,0,1
4309,0,1,0,0,0,1,4.0,42,26000000.0,5000,0,0.0,0,0,0,1,1,1,0,1
4310,0,1,0,0,1,1,4.8,39,3600000.0,1000,0,0.0,0,0,0,0,1,1,0,1
4311,0,1,0,0,1,1,4.3,159,13000000.0,10000,0,0.0,0,0,0,0,1,1,0,0
4312,0,0,0,1,1,1,4.4,64,4500000.0,5000,0,0.0,1,0,0,0,1,0,1,0
4313,0,1,0,0,1,1,4.2,11263,35000000.0,1000000,0,0.0,0,0,0,1,0,1,0,0
4314,0,1,0,0,1,0,4.6,4304,71000000.0,100000,0,0.0,0,0,1,0,1,0,0,0
4316,0,1,0,0,1,1,4.8,17,23000000.0,100,1,3.99,2,0,0,1,0,0,1,1
4317,0,1,0,0,1,1,4.0,369,3500000.0,10000,0,0.0,0,0,0,1,0,0,1,1
4318,0,1,0,0,1,1,4.3,264,60000000.0,10000,0,0.0,0,0,0,0,1,1,0,1
4319,0,1,0,0,1,0,4.7,703,40000000.0,10000,0,0.0,1,0,1,0,1,0,0,1
4320,0,1,0,1,0,1,4.5,456866,40000000.0,10000000,0,0.0,1,1,0,1,0,1,1,0
4321,0,1,0,0,1,0,4.6,2694969,78000000.0,100000000,0,0.0,0,0,1,0,0,1,0,0
4322,0,1,0,1,1,0,4.5,972256,20000000.0,50000000,0,0.0,1,1,0,1,0,1,1,1
4323,0,1,0,0,1,0,4.3,696019,20000000.0,50000000,0,0.0,1,0,1,0,0,0,0,0
4324,0,1,0,0,0,1,4.0,45224,49000000.0,5000000,0,0.0,0,0,0,1,1,1,0,1
4325,0,1,0,0,1,1,4.2,357049,40000000.0,50000000,0,0.0,0,0,1,0,0,1,1,0
4326,0,1,0,0,1,1,4.0,576210,48000000.0,50000000,0,0.0,0,0,1,0,0,0,0,1
4327,0,1,0,0,1,0,4.5,2308916,87000000.0,10000000,0,0.0,1,0,1,0,0,1,0,0
4328,0,1,1,0,1,1,4.0,6263,20000000.0,500000,0,0.0,0,1,0,1,1,1,0,1
4329,0,1,0,0,1,1,4.1,1111915,50000000.0,100000000,0,0.0,0,0,0,1,0,0,1,1
4330,0,1,0,0,1,1,4.6,67410,865000.0,1000000,0,0.0,0,0,0,1,0,0,1,1
4331,0,1,0,0,1,1,3.1,306,2900000.0,50000,0,0.0,0,0,1,0,1,1,0,1
4332,0,1,0,1,0,1,4.9,5677,67000000.0,50000,0,0.0,1,1,0,1,0,1,1,0
4333,0,1,1,1,0,0,4.5,2965,2400000.0,100000,0,0.0,0,1,0,1,1,1,1,0
4334,0,1,0,0,1,1,4.0,155276,61000000.0,10000000,0,0.0,0,1,0,1,0,0,0,1
4335,0,1,1,1,0,0,4.0,11535,6800000.0,1000000,0,0.0,0,1,0,1,1,1,1,0
4336,0,1,1,0,1,1,3.6,5525,2600000.0,500000,0,0.0,0,1,0,1,1,1,0,1
4337,0,1,0,0,1,1,4.5,4251,13000000.0,1000000,0,0.0,0,0,0,0,1,1,0,1
4338,0,1,0,0,1,0,4.2,1185148,29000000.0,100000000,0,0.0,0,0,1,0,0,0,0,0
4339,0,1,0,0,1,0,4.3,90415,84000000.0,10000000,0,0.0,0,0,1,0,0,0,0,0
4340,0,1,1,0,1,1,3.9,2852,5400000.0,100000,0,0.0,0,1,0,1,1,1,0,1
4341,0,1,1,0,1,1,4.3,1734,2800000.0,100000,0,0.0,2,1,0,1,1,1,0,1
4342,0,1,0,1,1,0,4.3,85,2900000.0,50000,0,0.0,0,1,0,1,0,1,1,1
4343,0,1,0,0,1,1,4.4,222308,6900000.0,10000000,0,0.0,0,0,0,1,0,0,1,1
4344,0,1,0,0,1,1,4.3,556659,46000000.0,10000000,0,0.0,0,0,0,1,0,0,1,1
4345,0,1,0,0,1,1,4.4,499,27000000.0,100000,0,0.0,0,0,0,0,1,1,0,1
4346,0,1,1,1,0,0,4.3,1827212,27000000.0,50000000,0,0.0,0,1,0,1,1,1,1,0
4347,0,1,0,0,1,1,4.5,2375336,27000000.0,10000000,1,6.99,1,1,0,0,0,1,1,0
4348,0,1,1,1,1,1,4.4,953894,37000000.0,10000000,0,0.0,0,1,1,0,0,1,0,0
4349,0,1,0,0,1,1,3.5,31538,82000000.0,1000000,0,0.0,1,0,1,1,0,0,0,1
4350,0,0,0,1,0,1,4.4,236,44000000.0,10000,0,0.0,0,0,0,0,0,1,1,1
4351,0,1,1,0,1,1,4.4,37234,7300000.0,1000000,0,0.0,0,1,0,1,1,1,0,1
4352,0,1,1,1,1,1,4.5,58820,37000000.0,1000000,0,0.0,0,1,1,0,0,1,0,0
4353,0,1,0,1,1,1,4.4,758780,53000000.0,50000000,0,0.0,0,1,0,1,1,0,0,0
4354,0,1,0,0,1,0,4.4,596,44000000.0,100000,0,0.0,0,0,1,0,0,0,0,0
4355,0,1,1,1,0,0,4.0,549214,44000000.0,50000000,0,0.0,0,1,0,1,1,1,1,0
4356,0,1,1,0,1,0,3.9,84,24000000.0,10000,0,0.0,0,1,0,1,1,0,1,1
4357,0,1,0,0,1,0,3.9,1202,34000000.0,100000,0,0.0,0,0,1,0,1,0,1,0
4358,0,1,1,1,0,0,4.3,184,34000000.0,1000,1,2.99,0,1,0,1,1,1,1,0
4359,1,0,0,0,0,0,4.9,198,9100000.0,10000,0,0.0,0,1,1,0,0,1,1,0
4360,0,1,0,0,1,0,3.7,303,38000000.0,100000,0,0.0,0,0,1,0,0,0,0,0
4361,0,1,1,1,1,1,3.3,30,15000000.0,5000,0,0.0,0,1,1,0,0,1,0,0
4362,0,1,0,0,0,1,3.8,718,26000000.0,10000,1,399.99,0,0,0,1,1,1,0,1
4363,0,1,0,0,1,0,3.5,901,63000000.0,50000,0,0.0,0,0,1,0,1,1,1,0
4364,0,1,1,0,1,0,4.2,38,251000.0,5000,0,0.0,0,1,0,1,1,0,1,1
4365,0,1,1,1,1,1,4.5,6469179,251000.0,500000000,0,0.0,0,1,1,0,0,1,0,0
4366,0,0,0,1,1,1,3.5,400,4200000.0,100000,0,0.0,0,0,0,0,1,0,1,0
4367,0,1,0,0,0,1,3.6,275,7300000.0,10000,1,400.0,0,0,0,1,1,1,0,1
4368,0,0,1,1,1,0,4.6,71266,49000000.0,1000000,0,0.0,0,0,0,1,1,0,1,0
4369,0,0,0,1,1,1,3.9,167229,9700000.0,10000000,0,0.0,0,0,0,0,1,0,1,0
4370,0,1,1,0,1,0,4.2,2803,1400000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4371,0,1,1,0,1,1,4.2,202,4900000.0,10000,0,0.0,0,1,0,1,1,1,0,1
4372,0,0,1,1,0,0,4.0,142,6200000.0,10000,0,0.0,0,0,0,1,1,0,0,0
4373,0,0,0,1,1,1,3.2,559,6000000.0,10000,0,0.0,0,0,0,0,1,0,1,0
4374,0,1,0,1,0,0,4.6,15537,6000000.0,100000,0,0.0,0,1,0,1,0,1,0,1
4375,0,1,0,1,0,0,2.4,102,1200000.0,10000,0,0.0,0,1,0,1,0,1,0,1
4376,0,0,0,0,1,0,4.5,189,16000000.0,10000,0,0.0,0,0,0,0,0,1,0,0
4377,0,1,0,0,1,0,4.1,234606,59000000.0,10000000,0,0.0,0,0,1,0,0,1,0,0
4378,0,1,1,0,1,1,4.2,128,7700000.0,10000,0,0.0,0,1,0,1,1,1,0,1
4379,0,1,0,0,1,1,3.7,10035,30000000.0,1000000,0,0.0,1,0,1,0,1,1,0,1
4380,0,1,1,0,1,1,4.3,2538,6400000.0,100000,1,2.99,0,1,0,1,1,1,0,1
4381,0,1,0,0,1,0,4.2,156862,64000000.0,5000000,0,0.0,1,0,1,0,0,1,0,0
4382,0,1,0,0,1,0,4.1,63680,46000000.0,1000000,0,0.0,1,0,1,0,1,1,1,0
4383,0,1,0,0,1,1,3.9,19727,76000000.0,1000000,0,0.0,1,0,1,0,1,1,0,1
4384,0,1,0,0,1,0,3.8,4719,54000000.0,500000,0,0.0,0,0,1,0,0,1,0,0
4385,0,1,1,0,1,1,4.4,32597,8400000.0,1000000,0,0.0,0,1,0,1,1,1,0,1
4386,0,1,0,0,0,1,3.4,552,22000000.0,10000,0,0.0,0,0,0,1,1,1,0,1
4387,0,1,0,0,1,0,4.0,166033,23000000.0,10000000,0,0.0,1,0,1,0,0,0,0,0
4388,0,1,1,1,0,0,4.4,253,8199999.999999999,10000,0,0.0,0,1,0,1,1,1,1,0
4389,0,0,0,1,1,1,3.3,960,3800000.0,50000,0,0.0,0,0,0,0,1,0,1,0
4390,0,1,0,0,1,0,4.8,133180,54000000.0,1000000,0,0.0,1,0,1,0,0,0,0,0
4391,0,1,0,0,1,0,4.5,413,9100000.0,1000,1,4.99,0,0,1,0,1,1,1,0
4392,0,1,0,1,1,0,3.4,620,40000000.0,100000,0,0.0,0,1,0,1,0,1,1,1
4393,0,1,0,0,1,1,4.3,817,28000000.0,100000,0,0.0,0,1,1,0,1,0,0,1
4394,0,1,1,1,0,0,4.3,369,11000000.0,10000,0,0.0,0,1,0,1,1,1,1,0
4395,0,1,0,0,1,1,4.1,313,34000000.0,5000,1,2.99,1,0,1,0,0,1,0,1
4396,0,1,0,0,1,0,4.0,37789,58000000.0,1000000,0,0.0,1,0,1,0,1,1,1,0
4397,0,1,0,0,1,1,4.4,3570,21000000.0,100000,1,2.99,1,0,1,0,0,1,0,1
4398,0,1,0,0,1,1,3.8,48929,45000000.0,5000000,0,0.0,0,0,1,1,1,0,0,0
4399,0,1,0,0,1,1,4.4,89947,22000000.0,5000000,0,0.0,1,0,1,0,0,1,0,1
4400,0,1,0,0,1,0,3.8,466,28000000.0,10000,1,0.99,0,0,1,0,0,0,0,0
4401,0,1,0,0,1,0,4.2,30630,17000000.0,1000000,0,0.0,0,0,1,0,1,0,1,0
4402,0,1,0,0,1,1,3.8,7462,31000000.0,1000000,0,0.0,0,0,0,0,1,1,1,1
4403,0,1,1,0,1,1,4.8,133,59000000.0,1000,1,2.49,0,1,0,1,1,1,0,1
4404,0,1,0,0,1,1,4.7,8600,91000000.0,500000,0,0.0,0,0,1,0,0,1,1,0
4405,0,1,0,0,1,1,4.3,923,91000000.0,10000,1,2.99,0,0,1,0,0,1,0,1
4406,0,1,0,0,0,1,3.5,292,20000000.0,50000,0,0.0,0,0,0,1,1,1,0,1
4407,0,1,0,0,1,0,3.9,29505,69000000.0,1000000,0,0.0,0,0,1,0,1,0,0,1
4408,0,1,0,0,1,1,4.2,106,71000000.0,50000,0,0.0,0,0,1,0,1,1,0,1
4409,0,1,0,0,1,0,4.6,169,13000000.0,1000,1,0.99,0,0,1,0,0,0,1,0
4410,0,1,0,0,1,0,4.7,6187,33000000.0,100000,0,0.0,1,1,1,0,1,0,1,0
4411,0,1,0,0,1,1,4.5,659,3300000.0,10000,1,3.99,0,0,1,0,0,1,0,1
4412,0,1,1,1,1,1,3.8,3965,6400000.0,100000,0,0.0,0,1,1,0,0,1,0,0
4413,0,1,0,0,1,1,4.5,4656,20000000.0,100000,1,2.99,1,0,1,0,0,1,0,1
4414,0,1,0,0,1,0,3.7,80,7600000.0,10000,0,0.0,0,0,1,1,0,0,0,0
4415,0,1,0,0,1,1,3.5,205,62000000.0,50000,0,0.0,0,0,1,1,1,0,0,0
4416,0,1,0,0,1,0,4.1,155,32000000.0,1000,1,2.49,0,0,1,0,0,0,0,0
4417,0,1,0,0,1,0,3.9,168,49000000.0,5000,1,1.99,1,0,1,0,0,0,0,0
4418,0,1,0,0,1,1,4.1,413,930000.0,10000,0,0.0,0,0,1,0,0,1,1,0
4419,0,1,0,0,1,0,4.6,1475,34000000.0,10000,1,4.99,1,0,1,0,0,1,0,0
4420,0,1,0,0,1,1,4.4,148826,49000000.0,1000000,0,0.0,1,0,1,1,0,0,0,1
4421,0,0,0,1,1,1,4.5,5150801,49000000.0,100000000,0,0.0,0,0,0,0,1,0,1,0
4422,0,0,0,1,1,1,4.4,2473795,49000000.0,100000000,0,0.0,0,0,0,0,1,0,1,0
4423,0,1,1,0,1,1,4.6,354,24000000.0,10000,1,0.99,0,1,0,1,1,1,0,1
4424,0,1,0,0,1,1,4.0,1699,72000000.0,100000,0,0.0,0,0,0,1,0,1,0,0
4425,0,1,1,0,1,0,4.4,11393,8700000.0,1000000,0,0.0,0,1,0,1,1,0,1,1
4426,0,0,0,1,1,1,4.4,401530,8700000.0,10000000,0,0.0,0,0,0,0,1,0,1,0
4427,0,1,0,0,1,1,4.4,925,40000000.0,10000,1,1.99,0,0,1,0,0,0,0,1
4428,0,1,1,1,0,0,4.0,736,6800000.0,50000,0,0.0,0,1,0,1,1,1,1,0
4429,0,1,0,0,1,1,3.8,45,47000000.0,10000,1,2.49,0,0,0,1,0,0,1,1
4430,0,1,0,1,1,0,3.9,671,3600000.0,100000,0,0.0,0,1,0,1,0,1,1,1
4432,0,1,1,0,1,0,3.7,274,26000000.0,50000,0,0.0,0,1,0,1,1,0,1,1
4433,0,1,1,0,0,0,4.2,6,1300000.0,100,1,3.02,0,0,1,0,0,1,1,1
4434,0,1,0,0,1,0,4.1,140,45000000.0,50000,0,0.0,2,0,1,0,0,0,1,0
4435,0,1,1,1,0,0,4.3,30443,540000.0,1000000,0,0.0,0,1,0,1,1,1,1,0
4436,0,0,0,1,0,0,4.3,22401,4600000.0,500000,0,0.0,0,0,0,0,0,1,1,0
4437,0,1,1,0,1,1,4.1,324,313000.0,5000,1,6.99,0,1,0,1,1,1,0,1
4438,0,1,1,0,1,1,4.4,14832,8600000.0,1000000,0,0.0,0,1,0,1,1,1,0,1
4439,0,1,0,0,0,1,3.8,1140,746000.0,100000,0,0.0,0,0,0,1,1,1,0,1
4440,0,1,1,0,1,0,4.3,2059,10000000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4441,0,0,1,0,0,0,4.4,59,38000000.0,5000,0,0.0,0,0,0,0,1,0,1,1
4442,0,1,0,1,0,1,3.8,826,5100000.0,500000,0,0.0,1,1,0,1,0,1,1,0
4443,0,1,0,1,1,1,4.5,180697,6100000.0,10000000,0,0.0,0,1,0,1,1,0,0,0
4444,0,1,0,0,1,1,3.8,589,28000000.0,100000,0,0.0,0,0,0,0,1,1,0,1
4445,0,1,1,0,1,0,3.9,145,5200000.0,50000,0,0.0,0,1,0,1,1,0,1,1
4446,0,1,0,0,1,0,4.0,428268,22000000.0,10000000,0,0.0,0,0,1,0,0,1,0,0
4447,0,0,0,1,1,1,4.3,298041,22000000.0,10000000,0,0.0,0,0,0,0,1,0,1,0
4448,0,1,0,1,1,1,4.5,7590099,34000000.0,100000000,0,0.0,1,1,0,1,1,0,0,0
4449,0,1,1,0,1,1,4.4,38,51000000.0,1000,0,0.0,0,1,0,1,1,1,0,1
4450,0,1,1,0,1,1,4.6,29,39000000.0,100,1,1.99,0,1,0,1,1,1,0,1
4452,0,1,1,0,1,1,5.0,4,12000000.0,100,1,0.99,0,1,0,1,1,1,0,1
4454,0,1,1,0,1,0,4.4,2026,7500000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4455,0,1,0,1,0,1,4.2,86956,24000000.0,1000000,0,0.0,2,1,0,1,0,1,1,0
4456,0,1,1,0,1,1,4.0,13,19000000.0,100,1,0.99,0,1,0,1,1,1,0,1
4458,0,1,1,0,1,1,4.2,35,5200000.0,500,1,1.49,0,1,0,1,1,1,0,1
4460,0,1,1,0,1,1,4.6,5,4500000.0,100,1,1.49,0,1,0,1,1,1,0,1
4461,0,1,1,0,1,0,4.1,1129,1700000.0,10000,1,0.99,0,1,0,1,1,0,1,1
4463,0,1,1,0,1,1,3.9,35,6300000.0,5000,0,0.0,0,1,0,1,1,1,0,1
4464,0,1,0,1,1,1,4.6,108002,6300000.0,10000000,0,0.0,0,1,0,1,1,0,0,0
4466,0,1,1,0,1,1,4.4,8,6200000.0,100,1,1.49,0,1,0,1,1,1,0,1
4467,0,1,1,0,1,1,3.9,213,28000000.0,10000,0,0.0,0,1,0,1,1,1,0,1
4468,0,1,1,0,1,1,4.6,5,4300000.0,100,1,1.49,0,1,0,1,1,1,0,1
4469,0,1,1,0,1,1,4.5,216,5700000.0,50000,0,0.0,0,1,0,1,1,1,0,1
4470,0,1,1,0,1,1,3.0,12,4900000.0,500,0,0.0,0,1,0,1,1,1,0,1
4472,0,1,1,0,1,1,3.6,53,2000000.0,5000,0,0.0,0,1,0,1,1,1,0,1
4473,0,1,1,0,1,1,4.4,147,16000000.0,10000,0,0.0,0,1,0,1,1,1,0,1
4474,0,1,1,0,1,1,4.6,3062845,7400000.0,100000000,0,0.0,0,1,0,1,1,1,0,1
4476,0,1,1,0,1,0,4.3,1162,7300000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4477,0,1,1,0,1,1,5.0,1,60000000.0,100,1,0.99,0,1,0,1,1,1,0,1
4478,0,1,1,0,1,1,4.5,16,3700000.0,1000,0,0.0,0,1,0,1,1,1,0,1
4479,0,1,1,0,1,1,4.1,169,24000000.0,10000,0,0.0,0,1,0,1,1,1,0,1
4480,0,1,1,0,1,1,4.1,720,10000000.0,100000,0,0.0,0,1,0,1,1,1,0,1
4481,0,1,1,0,1,1,4.5,61,7500000.0,10000,0,0.0,0,1,0,1,1,1,0,1
4483,0,1,1,0,1,1,4.8,24,3600000.0,1000,0,0.0,0,1,0,1,1,1,0,1
4484,0,1,1,0,1,0,4.5,502,2000000.0,10000,0,0.0,0,1,0,1,1,0,1,1
4486,0,1,1,0,1,0,4.0,164,2300000.0,10000,0,0.0,0,1,0,1,1,0,1,1
4487,0,1,1,0,1,1,4.8,18,16000000.0,5000,1,1.49,0,1,0,1,1,1,0,1
4488,0,0,0,1,1,1,3.7,21,20000000.0,500,1,0.99,0,0,0,0,1,0,1,0
4491,1,0,0,0,0,0,4.7,143,26000000.0,5000,1,0.99,2,1,1,0,0,1,1,0
4492,0,1,0,0,1,0,2.7,1486,14000000.0,100000,0,0.0,0,0,1,1,0,0,0,0
4493,0,1,0,0,0,1,2.9,6627,18000000.0,500000,0,0.0,0,0,0,1,1,1,0,1
4494,0,1,0,0,1,1,4.2,69126,60000000.0,1000000,0,0.0,0,0,1,0,0,1,1,0
4495,0,1,1,1,0,0,4.4,3031,60000000.0,500000,0,0.0,0,1,0,1,1,1,1,0
4496,0,1,1,0,1,1,4.2,4383,7100000.0,500000,0,0.0,1,1,0,1,1,1,0,1
4497,0,0,0,1,0,1,3.4,24,7100000.0,10000,0,0.0,0,0,0,0,0,1,1,1
4498,0,1,0,0,0,1,2.6,680,60000000.0,50000,0,0.0,0,0,0,1,1,1,0,1
4499,0,1,0,0,1,1,4.1,24668,40000000.0,1000000,0,0.0,0,0,1,0,1,1,0,1
4500,0,1,0,0,1,0,4.3,13788,55000000.0,1000000,0,0.0,0,0,1,0,0,0,0,0
4501,0,1,0,1,0,1,4.5,313403,55000000.0,10000000,0,0.0,1,1,0,1,0,1,1,0
4502,0,1,0,0,1,0,4.2,26893,20000000.0,1000000,0,0.0,1,0,1,0,0,0,0,0
4503,0,1,0,0,1,1,4.4,591411,19000000.0,10000000,0,0.0,1,0,0,1,0,0,1,1
4505,0,1,1,1,0,0,4.0,2194,17000000.0,500000,0,0.0,0,1,0,1,1,1,1,0
4506,0,0,0,1,1,0,4.4,2012,3600000.0,100000,0,0.0,0,0,0,0,1,0,0,0
4507,0,1,0,0,1,1,4.1,41,4500000.0,1000,0,0.0,0,0,0,1,0,0,1,1
4508,0,1,0,0,1,1,4.8,4,3600000.0,100,1,1.49,1,0,0,1,0,0,1,1
4509,0,1,1,1,1,1,2.2,32,33000000.0,5000,0,0.0,0,1,1,0,0,1,0,0
4510,0,1,0,0,1,1,3.8,156,43000000.0,10000,0,0.0,0,0,0,0,1,1,0,0
4511,0,1,1,0,1,0,3.1,657,21000000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4512,0,1,0,1,1,1,3.1,133,2300000.0,10000,0,0.0,0,1,0,1,1,0,0,0
4513,0,1,1,0,1,0,3.8,4264,14000000.0,500000,0,0.0,0,1,0,1,1,0,1,1
4514,1,0,0,0,0,1,3.8,114,19000000.0,10000,0,0.0,0,1,1,0,0,1,1,1
4515,0,1,0,0,1,0,4.3,21107,95000000.0,100000,0,0.0,0,0,1,0,1,0,0,0
4516,0,1,1,0,1,0,3.6,3642,29000000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4517,0,1,1,0,1,0,4.0,495971,2700000.0,50000000,0,0.0,0,1,0,1,1,0,1,1
4518,0,0,0,1,1,1,4.4,697939,2700000.0,10000000,0,0.0,0,0,0,0,1,0,1,0
4519,0,0,0,1,0,1,4.6,60,2700000.0,1000,0,0.0,0,0,0,0,0,1,1,1
4521,0,1,1,0,1,0,4.5,2,3900000.0,50,1,1.76,0,1,0,1,1,0,1,1
4522,0,0,1,1,0,1,1.8,17,3100000.0,10000,0,0.0,0,0,0,1,1,0,0,1
4523,0,0,1,1,0,0,4.7,460,12000000.0,10000,0,0.0,0,0,0,1,1,0,0,0
4524,0,1,0,0,1,1,3.9,159,39000000.0,5000,0,0.0,0,0,0,0,1,1,0,1
4525,1,0,0,0,0,1,4.4,75,26000000.0,5000,0,0.0,0,1,1,0,0,1,1,1
4526,0,1,1,0,1,0,3.6,7357,19000000.0,100000,0,0.0,0,1,0,1,1,0,1,1
4527,0,1,0,0,1,1,4.5,4443407,67000000.0,100000000,0,0.0,1,0,0,1,1,1,1,1
4528,0,1,0,0,1,1,4.4,944,12000000.0,100000,0,0.0,0,0,0,0,1,1,0,1
4529,0,0,0,1,0,0,3.9,54,2800000.0,10000,0,0.0,0,0,0,0,0,1,1,0
4530,0,1,0,0,1,1,3.9,8,6200000.0,1000,0,0.0,0,0,0,0,1,1,0,1
4531,0,1,0,0,1,1,3.8,39,2900000.0,1000,0,0.0,0,0,0,0,1,1,0,1
4533,0,1,0,0,1,1,4.2,5369,60000000.0,500000,0,0.0,0,0,1,0,0,1,1,0
4534,0,1,0,0,1,1,4.1,135,4900000.0,1000,1,4.84,0,0,0,0,1,1,0,1
4535,0,1,0,0,1,1,4.4,1852,62000000.0,100000,0,0.0,0,0,1,0,1,1,0,1
4536,0,1,0,0,1,1,4.4,6367,96000000.0,1000000,0,0.0,0,0,1,0,1,1,0,1
4539,0,0,0,1,0,0,5.0,4,3900000.0,1000,0,0.0,0,0,0,0,0,1,1,0
4540,0,1,0,0,1,1,4.1,17,2200000.0,10000,0,0.0,0,0,0,0,1,1,0,1
4541,0,1,1,0,1,0,4.5,259,203000.0,10000,0,0.0,0,1,0,1,1,0,1,1
4542,0,1,0,0,1,0,4.3,5682,37000000.0,50000,1,1.99,0,0,1,0,0,0,0,0
4544,0,1,0,0,1,1,3.9,169,7700000.0,10000,0,0.0,0,0,0,0,1,1,0,1
4545,0,1,0,0,1,1,3.5,6,2900000.0,1000,0,0.0,0,0,0,0,1,1,0,1
4547,0,1,0,0,1,1,3.2,513,34000000.0,100000,0,0.0,0,0,1,0,1,1,0,1
4552,0,1,1,1,0,0,3.3,48,58000.0,5000,0,0.0,0,1,0,1,1,1,1,0
4553,0,1,1,0,1,0,4.8,17,6700000.0,50,0,0.0,0,1,0,1,1,0,1,1
4554,0,1,0,0,1,0,4.5,7687,23000000.0,100000,1,1.99,0,0,1,0,0,0,0,0
4555,0,1,0,1,1,0,3.7,23,8900000.0,5000,0,0.0,0,1,0,1,0,1,1,1
4556,0,1,0,0,1,1,4.8,51068,57000000.0,100000,1,4.99,1,0,1,1,0,0,0,1
4557,0,1,0,1,0,1,4.7,144,12000000.0,1000,0,0.0,1,1,0,1,0,1,1,0
4558,0,0,1,1,0,0,4.3,90,13000000.0,5000,0,0.0,0,0,0,1,1,0,0,0
4559,0,1,0,0,1,1,3.8,2925,93000000.0,50000,1,4.77,1,0,1,1,0,0,0,1
4560,0,1,0,0,1,1,4.1,1655,83000000.0,100000,0,0.0,0,0,1,1,0,0,0,1
4561,0,1,1,0,1,1,4.7,25,41000000.0,100,1,0.99,0,1,0,1,1,1,0,1
4563,0,1,0,0,1,1,4.2,1696,2700000.0,100000,0,0.0,2,0,0,1,0,0,1,1
4566,0,1,1,0,1,0,4.6,7775146,17000000.0,500000000,0,0.0,0,1,0,1,1,0,1,1
4567,0,1,1,0,1,1,4.2,11244,2200000.0,1000000,0,0.0,0,1,0,1,1,1,0,1
4568,0,1,1,0,1,0,4.6,16771865,2200000.0,100000000,0,0.0,0,1,0,1,1,0,1,1
4569,0,1,1,0,1,0,4.6,14224,7100000.0,1000000,0,0.0,0,1,0,1,1,0,1,1
4570,0,1,0,0,1,1,4.2,5178,20000000.0,1000000,0,0.0,0,0,1,0,1,1,0,1
4571,0,1,1,0,1,1,4.1,47,26000.0,1000,1,4.99,0,1,0,1,1,1,0,1
4572,0,1,0,0,0,1,3.5,628,26000.0,100000,0,0.0,0,0,0,1,1,1,0,1
4573,0,1,1,1,0,0,4.1,12435,31000000.0,10000000,0,0.0,0,1,0,1,1,1,1,0
4574,0,1,0,1,1,1,4.4,972574,45000000.0,100000000,0,0.0,0,1,0,1,1,0,0,0
4575,0,1,0,0,1,0,4.5,464900,33000000.0,10000000,0,0.0,1,0,1,0,0,0,0,0
4576,0,1,1,1,0,0,4.1,15097,14000000.0,1000000,0,0.0,0,1,0,1,1,1,1,0
4577,0,1,1,0,1,1,4.5,90,37000000.0,1000,1,1.99,0,1,0,1,1,1,0,1
4578,0,1,1,0,1,0,4.3,146913,24000000.0,100000000,0,0.0,0,1,0,1,1,0,1,1
4579,0,1,1,0,1,0,4.4,22503,6500000.0,1000000,0,0.0,0,1,0,1,1,0,1,1
4580,0,1,0,0,1,1,4.3,1503544,40000000.0,50000000,0,0.0,1,0,1,0,0,1,0,1
4581,0,1,0,0,1,0,4.3,5785,93000000.0,500000,0,0.0,1,0,1,0,1,0,1,0
4582,0,1,1,0,1,0,3.8,560,314000.0,50000,0,0.0,0,1,0,1,1,0,1,1
4583,0,1,1,1,0,0,3.9,334,3700000.0,50000,0,0.0,0,1,0,1,1,1,1,0
